id,ordered_at,delivered_at,delivered_to
3824,9/8/2015 8:31,9/8/2015 8:57,717
3825,8/22/2015 4:47,8/22/2015 5:16,673
3826,11/26/2015 22:44,11/26/2015 23:03,714
3827,11/1/2015 13:02,11/1/2015 13:32,606
3828,10/10/2015 10:00,10/10/2015 10:13,900
3829,10/14/2015 17:20,10/14/2015 17:28,618
3830,9/20/2015 13:46,9/20/2015 13:52,648
3831,10/29/2015 6:11,10/29/2015 6:15,0
3832,10/26/2015 2:36,10/26/2015 2:57,586
3833,11/3/2015 22:04,11/3/2015 22:17,55
3834,11/14/2015 4:53,11/14/2015 5:04,111
3835,12/1/2015 18:04,12/1/2015 18:16,58
3836,11/22/2015 3:51,11/22/2015 4:15,309
3837,12/1/2015 7:24,12/1/2015 7:43,720
3838,11/25/2015 23:42,11/25/2015 23:51,949
3839,10/26/2015 6:11,10/26/2015 6:18,753
3840,9/21/2015 19:58,9/21/2015 20:21,341
3841,10/20/2015 12:22,10/20/2015 12:49,671
3842,11/21/2015 13:28,11/21/2015 13:45,257
3843,10/23/2015 0:12,10/23/2015 0:20,961
3844,11/14/2015 17:48,11/14/2015 18:08,117
3845,9/28/2015 20:54,9/28/2015 20:56,125
3846,9/12/2015 20:19,9/12/2015 20:38,760
3847,11/28/2015 11:17,11/28/2015 11:45,23
3848,11/27/2015 16:33,11/27/2015 17:02,51
3849,11/15/2015 21:08,11/15/2015 21:20,106
3850,9/13/2015 7:04,9/13/2015 7:25,836
3851,10/17/2015 6:51,10/17/2015 7:14,986
3852,9/14/2015 20:14,9/14/2015 20:30,622
3853,9/28/2015 10:49,9/28/2015 11:00,493
3854,10/25/2015 1:17,10/25/2015 1:40,691
3855,10/2/2015 16:51,10/2/2015 16:57,84
3856,11/1/2015 8:25,11/1/2015 8:33,401
3857,10/15/2015 22:07,10/15/2015 22:25,218
3858,9/15/2015 4:39,9/15/2015 4:47,140
3859,8/17/2015 3:25,8/17/2015 3:26,39
3860,11/9/2015 16:12,11/9/2015 16:30,0
3861,10/6/2015 9:16,10/6/2015 9:28,973
3862,9/9/2015 19:24,9/9/2015 19:51,141
3863,11/17/2015 17:07,11/17/2015 17:21,450
3864,12/1/2015 17:20,12/1/2015 17:28,76
3865,10/11/2015 15:14,10/11/2015 15:26,930
3866,11/9/2015 15:04,11/9/2015 15:18,281
3867,11/13/2015 19:18,11/13/2015 19:44,715
3868,10/31/2015 2:20,10/31/2015 2:47,367
3869,10/14/2015 6:22,10/14/2015 6:45,18
3870,10/21/2015 14:10,10/21/2015 14:33,993
3871,11/3/2015 7:50,11/3/2015 8:02,228
3872,10/25/2015 1:34,10/25/2015 1:53,555
3873,10/22/2015 3:16,10/22/2015 3:19,753
3874,11/1/2015 11:43,11/1/2015 12:09,609
3875,11/25/2015 9:47,11/25/2015 9:52,376
3876,10/25/2015 0:17,10/25/2015 0:37,517
3877,10/26/2015 17:58,10/26/2015 18:19,70
3878,9/15/2015 22:26,9/15/2015 22:44,991
3879,11/18/2015 20:14,11/18/2015 20:42,642
3880,9/28/2015 2:30,9/28/2015 2:41,457
3881,10/7/2015 6:31,10/7/2015 6:36,628
3882,12/1/2015 8:33,12/1/2015 9:02,824
3883,9/21/2015 9:44,9/21/2015 10:01,649
3884,11/24/2015 20:49,11/24/2015 21:16,762
3885,9/3/2015 15:18,9/3/2015 15:27,128
3886,11/23/2015 20:27,11/23/2015 20:54,754
3887,9/19/2015 19:54,9/19/2015 20:01,549
3888,11/15/2015 20:45,11/15/2015 20:51,953
3889,9/21/2015 4:40,9/21/2015 4:58,483
3890,9/8/2015 3:05,9/8/2015 3:29,814
3891,11/27/2015 15:08,11/27/2015 15:21,401
3892,9/24/2015 13:40,9/24/2015 13:59,224
3893,11/7/2015 16:17,11/7/2015 16:27,393
3894,10/23/2015 12:57,10/23/2015 13:07,906
3895,10/4/2015 14:26,10/4/2015 14:40,919
3896,8/20/2015 21:42,8/20/2015 21:53,70
3897,9/1/2015 12:20,9/1/2015 12:25,67
3898,11/28/2015 0:09,11/28/2015 0:11,783
3899,11/22/2015 11:33,11/22/2015 11:41,385
3900,10/5/2015 17:15,10/5/2015 17:32,599
3901,10/11/2015 12:15,10/11/2015 12:41,240
3902,10/8/2015 10:03,10/8/2015 10:20,428
3903,11/25/2015 23:49,11/26/2015 0:09,635
3904,11/12/2015 9:00,11/12/2015 9:14,920
3905,9/16/2015 19:41,9/16/2015 19:47,400
3906,9/25/2015 5:17,9/25/2015 5:22,731
3907,11/29/2015 11:41,11/29/2015 11:42,349
3908,11/30/2015 21:36,11/30/2015 21:43,149
3909,11/8/2015 23:20,11/8/2015 23:30,636
3910,10/4/2015 4:24,10/4/2015 4:35,75
3911,9/8/2015 17:38,9/8/2015 18:04,584
3912,11/5/2015 12:20,11/5/2015 12:40,270
3913,11/28/2015 15:24,11/28/2015 15:47,635
3914,10/8/2015 5:54,10/8/2015 6:07,389
3915,11/14/2015 16:36,11/14/2015 16:42,201
3916,10/18/2015 12:12,10/18/2015 12:41,440
3917,11/5/2015 2:47,11/5/2015 3:11,720
3918,9/18/2015 21:26,9/18/2015 21:40,150
3919,11/11/2015 11:01,11/11/2015 11:19,565
3920,11/10/2015 18:57,11/10/2015 19:19,6
3921,10/16/2015 23:36,10/16/2015 23:41,347
3922,11/1/2015 11:01,11/1/2015 11:21,760
3923,9/23/2015 23:42,9/23/2015 23:44,862
3924,11/9/2015 14:35,11/9/2015 14:40,446
3925,11/21/2015 8:44,11/21/2015 8:45,668
3926,10/9/2015 6:23,10/9/2015 6:26,454
3927,10/26/2015 0:36,10/26/2015 0:55,638
3928,10/31/2015 20:20,10/31/2015 20:37,628
3929,10/18/2015 11:02,10/18/2015 11:06,906
3930,10/4/2015 19:19,10/4/2015 19:38,979
3931,10/28/2015 15:02,10/28/2015 15:30,490
3932,10/22/2015 13:20,10/22/2015 13:23,122
3933,9/27/2015 16:32,9/27/2015 16:39,825
3934,10/22/2015 15:56,10/22/2015 16:15,2
3935,11/19/2015 16:48,11/19/2015 17:09,495
3936,11/23/2015 17:21,11/23/2015 17:47,87
3937,10/29/2015 3:23,10/29/2015 3:34,8
3938,11/30/2015 10:38,11/30/2015 10:56,158
3939,10/25/2015 13:03,10/25/2015 13:32,885
3940,10/13/2015 4:48,10/13/2015 4:56,859
3941,11/7/2015 17:50,11/7/2015 18:08,196
3942,11/10/2015 21:19,11/10/2015 21:25,912
3943,10/9/2015 11:33,10/9/2015 11:52,509
3944,10/25/2015 19:10,10/25/2015 19:23,177
3945,11/3/2015 23:27,11/3/2015 23:32,515
3946,10/30/2015 0:17,10/30/2015 0:39,820
3947,11/30/2015 14:13,11/30/2015 14:40,435
3948,11/8/2015 19:35,11/8/2015 19:38,745
3949,11/22/2015 8:34,11/22/2015 8:37,360
3950,11/15/2015 7:30,11/15/2015 7:30,777
3951,8/31/2015 23:52,9/1/2015 0:10,197
3952,11/3/2015 1:45,11/3/2015 1:47,688
3953,9/18/2015 2:33,9/18/2015 2:54,999
3954,11/22/2015 1:24,11/22/2015 1:40,990
3955,10/31/2015 21:46,10/31/2015 21:50,489
3956,10/14/2015 8:04,10/14/2015 8:16,120
3957,11/3/2015 5:18,11/3/2015 5:39,114
3958,8/23/2015 21:03,8/23/2015 21:11,762
3959,11/15/2015 23:49,11/16/2015 0:18,546
3960,11/11/2015 9:00,11/11/2015 9:09,929
3961,10/19/2015 14:57,10/19/2015 15:07,617
3962,11/27/2015 17:06,11/27/2015 17:21,4
3963,11/10/2015 19:38,11/10/2015 19:46,367
3964,11/24/2015 19:19,11/24/2015 19:23,970
3965,10/10/2015 8:56,10/10/2015 9:21,854
3966,9/18/2015 21:23,9/18/2015 21:51,225
3967,11/9/2015 12:59,11/9/2015 13:04,970
3968,10/23/2015 14:59,10/23/2015 15:18,846
3969,10/16/2015 10:17,10/16/2015 10:45,820
3970,11/11/2015 10:36,11/11/2015 11:01,497
3971,10/31/2015 0:25,10/31/2015 0:29,864
3972,11/18/2015 19:49,11/18/2015 19:53,114
3973,11/18/2015 17:22,11/18/2015 17:24,728
3974,10/30/2015 18:44,10/30/2015 18:47,431
3975,11/8/2015 8:45,11/8/2015 8:48,520
3976,11/21/2015 8:37,11/21/2015 8:49,529
3977,11/16/2015 19:07,11/16/2015 19:24,419
3978,9/28/2015 20:20,9/28/2015 20:22,660
3979,8/11/2015 13:28,8/11/2015 13:54,968
3980,10/25/2015 0:41,10/25/2015 0:52,614
3981,10/7/2015 12:53,10/7/2015 13:14,149
3982,11/8/2015 16:25,11/8/2015 16:26,644
3983,11/10/2015 6:41,11/10/2015 7:01,936
3984,11/17/2015 2:54,11/17/2015 3:06,604
3985,11/14/2015 12:02,11/14/2015 12:03,277
3986,9/18/2015 1:39,9/18/2015 1:54,408
3987,9/4/2015 20:52,9/4/2015 20:54,979
3988,9/23/2015 17:18,9/23/2015 17:19,283
3989,11/4/2015 17:01,11/4/2015 17:26,98
3990,11/2/2015 10:46,11/2/2015 10:51,977
3991,10/31/2015 4:58,10/31/2015 5:02,464
3992,11/16/2015 0:13,11/16/2015 0:13,157
3993,11/9/2015 13:36,11/9/2015 13:49,407
3994,9/26/2015 3:01,9/26/2015 3:30,248
3995,11/27/2015 15:28,11/27/2015 15:31,859
3996,11/13/2015 21:01,11/13/2015 21:17,180
3997,11/4/2015 4:32,11/4/2015 4:45,408
3998,10/31/2015 11:06,10/31/2015 11:11,218
3999,12/1/2015 9:27,12/1/2015 9:38,607
4000,10/1/2015 7:25,10/1/2015 7:40,72
4001,10/5/2015 11:57,10/5/2015 12:05,560
4002,9/26/2015 8:14,9/26/2015 8:41,718
4003,8/21/2015 12:54,8/21/2015 12:58,958
4004,10/12/2015 12:53,10/12/2015 13:06,383
4005,11/27/2015 5:54,11/27/2015 6:24,16
4006,10/20/2015 5:05,10/20/2015 5:10,426
4007,11/19/2015 2:46,11/19/2015 2:58,345
4008,11/4/2015 4:31,11/4/2015 4:45,432
4009,10/19/2015 23:37,10/19/2015 23:49,300
4010,11/8/2015 4:45,11/8/2015 4:49,49
4011,10/12/2015 3:35,10/12/2015 3:37,428
4012,11/13/2015 23:52,11/14/2015 0:20,38
4013,10/10/2015 21:02,10/10/2015 21:07,998
4014,11/18/2015 15:20,11/18/2015 15:39,5
4015,11/19/2015 2:10,11/19/2015 2:14,759
4016,11/9/2015 11:38,11/9/2015 11:48,790
4017,10/24/2015 12:40,10/24/2015 12:41,587
4018,10/20/2015 21:51,10/20/2015 22:09,449
4019,9/24/2015 11:08,9/24/2015 11:33,526
4020,10/10/2015 1:45,10/10/2015 2:03,547
4021,10/29/2015 15:44,10/29/2015 15:58,921
4022,9/29/2015 1:24,9/29/2015 1:41,817
4023,10/7/2015 9:42,10/7/2015 9:52,756
4024,11/21/2015 14:23,11/21/2015 14:38,298
4025,10/4/2015 8:41,10/4/2015 8:45,62
4026,9/12/2015 22:25,9/12/2015 22:25,716
4027,11/16/2015 9:41,11/16/2015 9:42,197
4028,11/4/2015 4:30,11/4/2015 4:57,620
4029,10/20/2015 10:17,10/20/2015 10:28,210
4030,8/31/2015 11:49,8/31/2015 12:04,350
4031,9/15/2015 23:01,9/15/2015 23:03,977
4032,11/29/2015 1:43,11/29/2015 2:10,449
4033,11/22/2015 8:47,11/22/2015 9:00,931
4034,10/18/2015 9:52,10/18/2015 10:02,822
4035,11/8/2015 1:20,11/8/2015 1:25,828
4036,9/6/2015 22:20,9/6/2015 22:48,773
4037,12/1/2015 13:25,12/1/2015 13:54,529
4038,8/28/2015 0:38,8/28/2015 0:53,121
4039,10/13/2015 13:15,10/13/2015 13:44,402
4040,9/23/2015 1:28,9/23/2015 1:43,268
4041,9/10/2015 4:08,9/10/2015 4:33,624
4042,11/24/2015 14:04,11/24/2015 14:24,660
4043,11/23/2015 20:03,11/23/2015 20:23,818
4044,10/19/2015 19:37,10/19/2015 19:59,903
4045,10/12/2015 12:07,10/12/2015 12:20,887
4046,11/19/2015 19:00,11/19/2015 19:07,4
4047,9/12/2015 22:27,9/12/2015 22:37,803
4048,11/28/2015 12:34,11/28/2015 12:53,369
4049,11/15/2015 8:23,11/15/2015 8:53,351
4050,9/5/2015 8:46,9/5/2015 9:04,976
4051,11/7/2015 14:18,11/7/2015 14:18,137
4052,11/5/2015 19:14,11/5/2015 19:41,590
4053,10/30/2015 15:16,10/30/2015 15:20,412
4054,10/23/2015 1:30,10/23/2015 1:55,176
4055,11/9/2015 5:47,11/9/2015 5:57,73
4056,10/16/2015 22:28,10/16/2015 22:46,495
4057,11/19/2015 5:37,11/19/2015 5:44,848
4058,10/6/2015 11:26,10/6/2015 11:29,831
4059,10/22/2015 7:11,10/22/2015 7:33,628
4060,9/28/2015 1:07,9/28/2015 1:31,8
4061,10/11/2015 12:32,10/11/2015 12:42,927
4062,11/24/2015 21:55,11/24/2015 21:58,680
4063,10/25/2015 3:19,10/25/2015 3:47,490
4064,10/8/2015 11:52,10/8/2015 12:05,963
4065,11/22/2015 15:10,11/22/2015 15:25,186
4066,11/19/2015 10:36,11/19/2015 10:55,202
4067,11/4/2015 6:42,11/4/2015 6:49,691
4068,11/6/2015 6:26,11/6/2015 6:53,264
4069,8/20/2015 6:26,8/20/2015 6:53,480
4070,10/26/2015 9:31,10/26/2015 9:54,808
4071,10/23/2015 21:56,10/23/2015 22:08,9
4072,9/12/2015 22:31,9/12/2015 22:45,992
4073,10/28/2015 15:09,10/28/2015 15:17,2
4074,10/31/2015 6:53,10/31/2015 7:09,23
4075,11/20/2015 0:18,11/20/2015 0:38,332
4076,11/23/2015 6:33,11/23/2015 6:57,414
4077,10/27/2015 6:00,10/27/2015 6:29,134
4078,9/16/2015 3:44,9/16/2015 3:48,814
4079,11/4/2015 13:17,11/4/2015 13:35,143
4080,11/18/2015 11:50,11/18/2015 11:57,275
4081,10/17/2015 17:42,10/17/2015 17:58,504
4082,10/20/2015 11:29,10/20/2015 11:37,722
4083,9/19/2015 17:01,9/19/2015 17:11,397
4084,11/19/2015 4:53,11/19/2015 5:23,837
4085,10/20/2015 2:33,10/20/2015 2:59,229
4086,11/28/2015 8:43,11/28/2015 8:49,437
4087,11/3/2015 7:36,11/3/2015 8:02,51
4088,8/31/2015 18:04,8/31/2015 18:17,402
4089,9/27/2015 10:51,9/27/2015 11:19,864
4090,11/6/2015 12:28,11/6/2015 12:32,905
4091,11/25/2015 22:59,11/25/2015 23:26,373
4092,11/21/2015 8:03,11/21/2015 8:05,486
4093,10/20/2015 6:07,10/20/2015 6:27,204
4094,9/27/2015 15:08,9/27/2015 15:27,533
4095,12/1/2015 15:08,12/1/2015 15:18,535
4096,9/21/2015 4:10,9/21/2015 4:38,773
4097,10/24/2015 20:42,10/24/2015 21:00,873
4098,11/24/2015 7:37,11/24/2015 7:59,695
4099,11/18/2015 0:54,11/18/2015 1:08,498
4100,11/18/2015 3:59,11/18/2015 4:07,8
4101,11/12/2015 11:40,11/12/2015 11:59,730
4102,11/17/2015 1:39,11/17/2015 1:52,298
4103,11/23/2015 3:25,11/23/2015 3:55,843
4104,10/20/2015 9:42,10/20/2015 10:08,254
4105,9/25/2015 18:45,9/25/2015 18:56,163
4106,11/26/2015 6:44,11/26/2015 7:09,114
4107,11/13/2015 7:31,11/13/2015 7:43,344
4108,11/25/2015 5:00,11/25/2015 5:28,387
4109,11/30/2015 11:42,11/30/2015 11:58,200
4110,11/27/2015 9:06,11/27/2015 9:28,334
4111,10/21/2015 4:40,10/21/2015 4:50,125
4112,10/8/2015 4:36,10/8/2015 4:59,303
4113,10/14/2015 0:34,10/14/2015 0:34,270
4114,11/28/2015 8:20,11/28/2015 8:32,788
4115,10/28/2015 23:55,10/29/2015 0:24,773
4116,10/15/2015 11:02,10/15/2015 11:21,977
4117,11/8/2015 0:49,11/8/2015 1:15,703
4118,10/16/2015 5:18,10/16/2015 5:32,913
4119,9/22/2015 4:50,9/22/2015 4:56,826
4120,10/19/2015 3:25,10/19/2015 3:36,568
4121,11/16/2015 8:55,11/16/2015 9:13,282
4122,10/13/2015 14:10,10/13/2015 14:15,175
4123,10/2/2015 21:57,10/2/2015 22:00,576
4124,10/6/2015 2:42,10/6/2015 3:01,652
4125,10/14/2015 4:28,10/14/2015 4:35,706
4126,10/27/2015 21:23,10/27/2015 21:43,949
4127,10/18/2015 3:53,10/18/2015 4:19,273
4128,12/1/2015 0:10,12/1/2015 0:11,9
4129,11/28/2015 6:21,11/28/2015 6:31,2
4130,10/12/2015 0:09,10/12/2015 0:19,248
4131,11/29/2015 21:59,11/29/2015 22:29,953
4132,9/22/2015 13:52,9/22/2015 13:55,276
4133,10/26/2015 21:34,10/26/2015 21:46,397
4134,10/24/2015 4:58,10/24/2015 5:14,124
4135,10/4/2015 23:53,10/4/2015 23:59,90
4136,9/23/2015 21:45,9/23/2015 22:08,905
4137,10/26/2015 18:12,10/26/2015 18:40,62
4138,10/20/2015 8:04,10/20/2015 8:06,300
4139,11/28/2015 16:23,11/28/2015 16:30,1
4140,9/17/2015 3:22,9/17/2015 3:25,331
4141,11/30/2015 21:20,11/30/2015 21:27,80
4142,11/23/2015 22:15,11/23/2015 22:37,164
4143,10/3/2015 12:06,10/3/2015 12:26,566
4144,10/19/2015 23:57,10/20/2015 0:19,759
4145,10/14/2015 3:36,10/14/2015 3:47,965
4146,10/21/2015 15:57,10/21/2015 16:22,405
4147,10/30/2015 13:05,10/30/2015 13:34,371
4148,10/31/2015 11:34,10/31/2015 11:47,352
4149,11/7/2015 8:41,11/7/2015 9:05,6
4150,11/23/2015 17:55,11/23/2015 18:22,40
4151,9/30/2015 12:17,9/30/2015 12:18,277
4152,11/30/2015 3:09,11/30/2015 3:15,558
4153,10/5/2015 14:20,10/5/2015 14:30,62
4154,11/28/2015 3:18,11/28/2015 3:41,763
4155,9/4/2015 10:52,9/4/2015 11:03,542
4156,9/19/2015 12:43,9/19/2015 12:58,919
4157,10/19/2015 16:24,10/19/2015 16:37,31
4158,11/8/2015 23:44,11/9/2015 0:12,271
4159,9/2/2015 15:59,9/2/2015 16:08,19
4160,11/19/2015 7:12,11/19/2015 7:26,598
4161,10/23/2015 22:33,10/23/2015 22:45,60
4162,10/18/2015 19:54,10/18/2015 20:16,7
4163,11/22/2015 16:23,11/22/2015 16:39,379
4164,9/15/2015 1:20,9/15/2015 1:43,852
4165,10/25/2015 1:55,10/25/2015 2:07,6
4166,11/7/2015 23:44,11/7/2015 23:52,116
4167,9/10/2015 23:34,9/11/2015 0:01,759
4168,11/25/2015 5:53,11/25/2015 6:09,759
4169,11/15/2015 18:44,11/15/2015 19:12,913
4170,11/2/2015 10:04,11/2/2015 10:32,589
4171,11/28/2015 22:56,11/28/2015 23:01,280
4172,11/23/2015 7:54,11/23/2015 8:23,282
4173,11/29/2015 16:23,11/29/2015 16:51,618
4174,11/24/2015 23:52,11/25/2015 0:10,920
4175,10/28/2015 6:08,10/28/2015 6:35,727
4176,9/16/2015 7:46,9/16/2015 7:48,72
4177,11/6/2015 5:37,11/6/2015 5:52,808
4178,9/21/2015 3:53,9/21/2015 4:02,957
4179,11/17/2015 8:08,11/17/2015 8:25,680
4180,11/23/2015 4:22,11/23/2015 4:36,867
4181,10/25/2015 1:58,10/25/2015 2:07,675
4182,11/1/2015 14:04,11/1/2015 14:28,112
4183,9/30/2015 18:16,9/30/2015 18:31,410
4184,10/16/2015 3:38,10/16/2015 4:07,324
4185,9/23/2015 17:06,9/23/2015 17:16,785
4186,10/19/2015 10:49,10/19/2015 11:18,343
4187,8/22/2015 8:37,8/22/2015 8:39,5
4188,10/17/2015 15:01,10/17/2015 15:13,845
4189,11/29/2015 9:05,11/29/2015 9:24,351
4190,10/6/2015 3:18,10/6/2015 3:36,402
4191,9/3/2015 2:58,9/3/2015 3:06,419
4192,9/14/2015 23:31,9/14/2015 23:44,933
4193,11/25/2015 12:41,11/25/2015 12:44,378
4194,10/20/2015 20:53,10/20/2015 21:16,33
4195,9/20/2015 9:28,9/20/2015 9:34,426
4196,11/11/2015 19:34,11/11/2015 19:38,207
4197,11/13/2015 5:10,11/13/2015 5:12,418
4198,11/13/2015 9:58,11/13/2015 10:24,591
4199,11/16/2015 0:17,11/16/2015 0:27,59
4200,10/15/2015 7:48,10/15/2015 7:49,157
4201,11/5/2015 13:18,11/5/2015 13:20,80
4202,9/28/2015 8:10,9/28/2015 8:36,968
4203,10/21/2015 8:45,10/21/2015 8:46,755
4204,10/18/2015 10:16,10/18/2015 10:40,552
4205,10/8/2015 14:54,10/8/2015 15:15,930
4206,10/28/2015 10:20,10/28/2015 10:32,896
4207,11/15/2015 13:41,11/15/2015 14:11,456
4208,11/14/2015 5:35,11/14/2015 6:04,950
4209,11/16/2015 7:30,11/16/2015 7:45,152
4210,9/11/2015 17:17,9/11/2015 17:42,567
4211,11/12/2015 6:39,11/12/2015 6:52,398
4212,11/10/2015 18:23,11/10/2015 18:34,130
4213,10/15/2015 12:32,10/15/2015 12:57,491
4214,8/19/2015 20:03,8/19/2015 20:13,0
4215,11/19/2015 21:36,11/19/2015 21:40,262
4216,11/28/2015 15:02,11/28/2015 15:23,974
4217,10/7/2015 14:56,10/7/2015 15:19,933
4218,9/27/2015 6:40,9/27/2015 6:52,555
4219,10/23/2015 14:29,10/23/2015 14:53,266
4220,11/24/2015 12:13,11/24/2015 12:32,630
4221,11/5/2015 7:57,11/5/2015 8:17,706
4222,10/18/2015 17:15,10/18/2015 17:27,159
4223,11/4/2015 10:12,11/4/2015 10:23,105
4224,11/1/2015 10:56,11/1/2015 11:13,683
4225,11/30/2015 6:55,11/30/2015 7:20,633
4226,9/2/2015 7:17,9/2/2015 7:25,4
4227,10/1/2015 15:50,10/1/2015 16:00,249
4228,11/16/2015 3:15,11/16/2015 3:37,22
4229,9/14/2015 2:48,9/14/2015 3:09,665
4230,11/27/2015 19:44,11/27/2015 20:10,982
4231,11/24/2015 9:46,11/24/2015 10:07,596
4232,12/1/2015 15:58,12/1/2015 16:09,4
4233,10/24/2015 21:42,10/24/2015 22:02,584
4234,11/30/2015 13:37,11/30/2015 13:50,239
4235,11/20/2015 8:00,11/20/2015 8:22,534
4236,10/9/2015 20:48,10/9/2015 20:57,961
4237,11/25/2015 14:19,11/25/2015 14:45,543
4238,11/1/2015 3:55,11/1/2015 4:24,706
4239,10/12/2015 13:45,10/12/2015 14:01,623
4240,11/13/2015 19:15,11/13/2015 19:36,484
4241,11/12/2015 7:11,11/12/2015 7:40,623
4242,11/9/2015 0:18,11/9/2015 0:23,902
4243,11/2/2015 3:10,11/2/2015 3:36,634
4244,11/11/2015 20:13,11/11/2015 20:41,658
4245,11/23/2015 5:44,11/23/2015 6:13,561
4246,11/30/2015 13:41,11/30/2015 13:46,723
4247,9/19/2015 16:58,9/19/2015 17:00,209
4248,10/6/2015 9:39,10/6/2015 9:47,528
4249,10/17/2015 23:09,10/17/2015 23:17,164
4250,11/24/2015 22:18,11/24/2015 22:45,810
4251,10/13/2015 23:58,10/14/2015 0:03,154
4252,10/3/2015 3:51,10/3/2015 4:13,785
4253,10/19/2015 2:23,10/19/2015 2:25,103
4254,11/19/2015 8:36,11/19/2015 9:01,938
4255,11/13/2015 14:18,11/13/2015 14:47,256
4256,11/25/2015 22:36,11/25/2015 23:04,534
4257,9/26/2015 2:55,9/26/2015 3:24,279
4258,11/26/2015 15:42,11/26/2015 15:57,920
4259,11/24/2015 1:09,11/24/2015 1:27,95
4260,10/2/2015 12:17,10/2/2015 12:27,476
4261,9/1/2015 3:33,9/1/2015 3:59,609
4262,8/25/2015 10:55,8/25/2015 11:05,644
4263,10/25/2015 19:06,10/25/2015 19:31,694
4264,11/23/2015 14:51,11/23/2015 15:05,690
4265,9/28/2015 17:52,9/28/2015 17:59,38
4266,8/27/2015 14:35,8/27/2015 14:38,386
4267,10/27/2015 10:51,10/27/2015 11:11,721
4268,11/25/2015 13:12,11/25/2015 13:17,30
4269,10/16/2015 10:33,10/16/2015 10:55,174
4270,11/21/2015 20:24,11/21/2015 20:48,377
4271,11/29/2015 18:17,11/29/2015 18:38,352
4272,9/20/2015 5:53,9/20/2015 5:54,460
4273,11/18/2015 2:38,11/18/2015 3:05,504
4274,10/19/2015 21:30,10/19/2015 21:39,352
4275,10/3/2015 20:07,10/3/2015 20:12,164
4276,11/20/2015 10:01,11/20/2015 10:25,745
4277,11/9/2015 21:56,11/9/2015 22:26,0
4278,10/23/2015 21:01,10/23/2015 21:12,851
4279,11/13/2015 19:06,11/13/2015 19:28,884
4280,9/4/2015 20:36,9/4/2015 20:45,793
4281,11/25/2015 21:20,11/25/2015 21:41,286
4282,9/13/2015 8:39,9/13/2015 8:50,345
4283,11/21/2015 17:26,11/21/2015 17:36,45
4284,10/14/2015 11:09,10/14/2015 11:31,140
4285,10/23/2015 18:34,10/23/2015 18:37,174
4286,11/5/2015 22:05,11/5/2015 22:30,587
4287,8/31/2015 2:08,8/31/2015 2:16,463
4288,11/27/2015 19:35,11/27/2015 20:00,5
4289,9/17/2015 10:40,9/17/2015 10:51,542
4290,11/3/2015 15:22,11/3/2015 15:27,312
4291,9/19/2015 10:11,9/19/2015 10:14,261
4292,11/29/2015 0:28,11/29/2015 0:55,168
4293,8/16/2015 16:09,8/16/2015 16:25,982
4294,10/2/2015 15:10,10/2/2015 15:14,643
4295,11/25/2015 11:39,11/25/2015 11:49,258
4296,10/10/2015 13:39,10/10/2015 14:04,594
4297,8/26/2015 17:24,8/26/2015 17:43,702
4298,11/23/2015 16:18,11/23/2015 16:37,246
4299,11/24/2015 7:33,11/24/2015 8:01,576
4300,11/18/2015 13:42,11/18/2015 13:48,203
4301,10/25/2015 20:03,10/25/2015 20:10,796
4302,10/11/2015 11:58,10/11/2015 12:22,14
4303,10/7/2015 8:40,10/7/2015 9:02,371
4304,11/19/2015 15:00,11/19/2015 15:21,383
4305,9/10/2015 0:45,9/10/2015 0:56,486
4306,11/23/2015 8:03,11/23/2015 8:31,752
4307,10/13/2015 9:35,10/13/2015 9:50,964
4308,10/5/2015 19:50,10/5/2015 20:09,745
4309,9/26/2015 5:15,9/26/2015 5:33,260
4310,11/28/2015 21:49,11/28/2015 22:12,213
4311,10/4/2015 0:52,10/4/2015 0:58,843
4312,9/19/2015 12:05,9/19/2015 12:19,400
4313,11/25/2015 9:54,11/25/2015 9:59,1
4314,11/25/2015 20:09,11/25/2015 20:23,985
4315,11/19/2015 9:13,11/19/2015 9:35,868
4316,10/3/2015 17:06,10/3/2015 17:11,301
4317,8/19/2015 20:26,8/19/2015 20:47,94
4318,11/19/2015 21:02,11/19/2015 21:08,668
4319,11/22/2015 6:10,11/22/2015 6:30,988
4320,9/18/2015 13:53,9/18/2015 13:54,704
4321,11/3/2015 11:32,11/3/2015 11:47,741
4322,10/6/2015 10:14,10/6/2015 10:19,727
4323,8/27/2015 14:23,8/27/2015 14:48,441
4324,11/2/2015 2:49,11/2/2015 3:14,712
4325,10/22/2015 6:37,10/22/2015 7:06,983
4326,11/29/2015 7:57,11/29/2015 8:26,9
4327,11/16/2015 20:21,11/16/2015 20:37,759
4328,9/22/2015 15:31,9/22/2015 15:54,369
4329,11/22/2015 12:38,11/22/2015 12:40,715
4330,11/25/2015 17:11,11/25/2015 17:14,266
4331,10/10/2015 19:35,10/10/2015 19:43,581
4332,9/7/2015 13:00,9/7/2015 13:11,415
4333,10/15/2015 19:21,10/15/2015 19:36,176
4334,10/15/2015 5:25,10/15/2015 5:36,766
4335,11/27/2015 1:42,11/27/2015 2:00,8
4336,10/27/2015 8:47,10/27/2015 9:05,861
4337,10/4/2015 20:00,10/4/2015 20:29,374
4338,10/7/2015 12:03,10/7/2015 12:29,157
4339,11/23/2015 14:22,11/23/2015 14:30,696
4340,10/20/2015 2:55,10/20/2015 3:12,327
